Player,Pos,Age,Tm,G,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,TOV,PS/G,Season
Joakim Noah\noahjo01,C,25,CHI,48,0,0.526,0.525,0.739,10.4,2.2,1,1.5,1.9,11.7,10~11
Hamady N'Diaye\ndiayha01,C,24,WAS,16,,0.8,0.8,0.5,0.4,0,0.1,0.3,0.2,0.9,10~11
Timofey Mozgov\mozgoti01,C,24,TOT,45,,0.474,0.474,0.712,2.7,0.3,0.3,0.6,0.8,3.6,10~11
Greg Monroe\monrogr01,C,20,DET,80,0,0.552,0.551,0.622,7.5,1.3,1.2,0.6,1,9.4,10~11
Nazr Mohammed\mohamna01,C,33,TOT,75,0,0.523,0.522,0.598,4.9,0.3,0.4,0.7,0.9,7.1,10~11
Yao Ming*\mingya01,C,30,HOU,5,,0.486,0.486,0.938,5.4,0.8,0,1.6,1.4,10.2,10~11
Brad Miller\millebr01,C,34,HOU,60,0.374,0.487,0.514,0.83,3.7,2.4,0.5,0.4,0.9,6.4,10~11
Darko Milicic\milicda01,C,25,MIN,69,,0.469,0.469,0.557,5.2,1.5,0.8,2,2.2,8.8,10~11
JaVale McGee\mcgeeja01,C,23,WAS,79,0,0.552,0.55,0.583,8,0.5,0.5,2.4,1.3,10.1,10~11
Sean Marks\marksse01,C,35,POR,29,1,0.405,0.455,0.625,1.4,0.1,0.1,0.2,0.4,1.6,10~11
Ian Mahinmi\mahinia01,C,24,DAL,56,0,0.573,0.561,0.768,2.1,0.1,0.3,0.3,0.4,3.1,10~11
Jamaal Magloire\magloja01,C,32,MIA,18,,0.591,0.591,0.5,3.4,0.2,0.2,0.1,0.3,1.9,10~11
Robin Lopez\lopezro01,C,22,PHO,67,,0.501,0.501,0.74,3.2,0.1,0.3,0.7,0.7,6.4,10~11
Brook Lopez\lopezbr01,C,22,NJN,82,0,0.492,0.492,0.787,6,1.6,0.6,1.5,2.1,20.4,10~11
Nenad Krstic\krstine01,C,27,TOT,71,,0.511,0.511,0.774,4.7,0.4,0.4,0.4,0.8,8.1,10~11
Kosta Koufos\koufoko01,C,21,TOT,50,0,0.459,0.453,0.558,2.6,0.1,0.2,0.5,0.6,3.2,10~11
Chris Kaman\kamanch01,C,28,LAC,32,,0.471,0.471,0.754,7,1.4,0.5,1.5,1.8,12.4,10~11
DeAndre Jordan\jordade01,C,22,LAC,80,0,0.688,0.686,0.452,7.2,0.5,0.5,1.8,1.3,7.1,10~11
Solomon Jones\jonesso01,C,26,IND,39,0,0.408,0.405,0.661,2.9,0.8,0.3,0.6,0.9,3.6,10~11
Chris Johnson\johnsch03,C,25,TOT,14,,0.429,0.429,0.75,2.3,0.2,0.2,0.6,0.7,2.4,10~11
Al Jefferson\jeffeal01,C,26,UTA,82,,0.496,0.496,0.761,9.7,1.8,0.6,1.9,1.3,18.6,10~11
Didier Ilunga~Mbenga\mbengdj01,C,30,NOH,41,,0.469,0.469,0.722,2.1,0.1,0.1,0.7,0.5,1.4,10~11
Zydrunas Ilgauskas\ilgauzy01,C,35,MIA,72,0,0.509,0.508,0.783,4,0.4,0.3,0.8,0.7,5,10~11
Dwight Howard\howardw01,C,25,ORL,78,0,0.597,0.593,0.596,14.1,1.4,1.4,2.4,3.6,22.9,10~11
Al Horford\horfoal01,C,24,ATL,77,0.5,0.557,0.558,0.798,9.3,3.5,0.8,1,1.5,15.3,10~11
Ryan Hollins\holliry01,C,26,CLE,70,,0.598,0.598,0.681,2.7,0.4,0.3,0.6,1,5.3,10~11
Jordan Hill\hilljo01,C,23,HOU,72,0,0.494,0.491,0.706,4.3,0.4,0.2,0.7,0.9,5.6,10~11
Nene Hilario\hilarne01,C,28,DEN,75,0.2,0.618,0.615,0.711,7.6,2,1.1,1,1.8,14.5,10~11
J.J. Hickson\hicksjj01,C,22,CLE,80,0,0.461,0.458,0.673,8.7,1.1,0.6,0.7,2.2,13.8,10~11
Roy Hibbert\hibbero01,C,24,IND,81,0,0.463,0.461,0.745,7.5,2,0.4,1.8,2.3,12.7,10~11
Brendan Haywood\haywobr01,C,31,DAL,72,0,0.577,0.574,0.362,5.2,0.3,0.2,1,0.7,4.4,10~11
Chuck Hayes\hayesch01,C,27,HOU,74,0,0.529,0.527,0.662,8.1,2.7,1.1,0.7,1.2,7.9,10~11
Spencer Hawes\hawessp01,C,22,PHI,81,0.243,0.48,0.473,0.534,5.7,1.5,0.4,0.9,1.2,7.2,10~11
Hamed Haddadi\haddaha01,C,25,MEM,31,0,0.526,0.517,0.652,2.2,0.2,0.1,0.4,0.4,2.4,10~11
Aaron Gray\grayaa01,C,26,NOH,41,,0.566,0.566,0.5,4.2,0.4,0.3,0.3,0.8,3.1,10~11
Marcin Gortat\gortama01,C,26,TOT,80,0.25,0.563,0.561,0.725,7.9,0.9,0.5,1.1,1,10.2,10~11
Pau Gasol\gasolpa01,C,30,LAL,82,0.333,0.53,0.53,0.823,10.2,3.3,0.6,1.6,1.7,18.8,10~11
Marc Gasol\gasolma01,C,26,MEM,81,0.429,0.528,0.529,0.748,7,2.5,0.9,1.7,1.8,11.7,10~11
Jeff Foster\fosteje01,C,34,IND,56,0,0.488,0.479,0.563,6.3,0.8,0.4,0.6,0.5,3.3,10~11
Kyrylo Fesenko\fesenky01,C,24,UTA,53,0,0.444,0.44,0.391,2,0.3,0.1,0.3,0.5,2,10~11
Semih Erden\erdense01,C,24,TOT,41,,0.559,0.559,0.65,2.9,0.5,0.4,0.6,0.8,4,10~11
Melvin Ely\elyme01,C,32,DEN,30,,0.549,0.549,0.619,2.5,0.5,0.1,0.4,0.5,2.3,10~11
Francisco Elson\elsonfr01,C,34,UTA,62,,0.478,0.478,0.839,1.9,0.5,0.3,0.2,0.5,2.2,10~11
Tim Duncan\duncati01,C,34,SAS,76,0,0.502,0.5,0.716,8.9,2.7,0.7,1.9,1.6,13.4,10~11
Joey Dorsey\dorsejo01,C,27,TOR,43,,0.525,0.525,0.477,4.4,0.6,0.6,0.4,0.9,3.1,10~11
DeSagana Diop\diopde01,C,29,CHA,16,,0.333,0.333,0.364,2.5,0.4,0.3,0.9,0.7,1.3,10~11
Glen Davis\davisgl01,C,25,BOS,78,0.133,0.454,0.449,0.736,5.4,1.2,1,0.4,1.1,11.7,10~11
Erick Dampier\dampier01,C,35,MIA,51,0,0.591,0.584,0.545,3.5,0.4,0.3,0.9,0.6,2.5,10~11
Samuel Dalembert\dalemsa01,C,29,SAC,80,0,0.474,0.473,0.73,8.2,0.8,0.5,1.5,1.7,8.1,10~11
DeMarcus Cousins\couside01,C,20,SAC,81,0.167,0.435,0.432,0.687,8.6,2.5,1,0.8,3.3,14.1,10~11
Marcus Cousin\cousima01,C,24,UTA,4,,0.667,0.667,,0.8,0,0,0.3,0.3,1,10~11
Nick Collison\collini01,C,30,OKC,71,,0.566,0.566,0.753,4.5,1,0.6,0.4,0.8,4.6,10~11
Jason Collins\collija04,C,32,ATL,49,1,0.471,0.486,0.659,2.1,0.4,0.2,0.2,0.5,2,10~11
Jarron Collins\collija03,C,32,TOT,28,,0.286,0.286,0.7,0.9,0.1,0.1,0,0.3,0.7,10~11
Tyson Chandler\chandty01,C,28,DAL,74,,0.654,0.654,0.732,9.4,0.4,0.5,1.1,1.2,10.1,10~11
Derrick Caracter\caracde01,C,22,LAL,41,,0.485,0.485,0.739,1,0.2,0.1,0.2,0.5,2,10~11
Marcus Camby\cambyma01,C,36,POR,59,0,0.399,0.398,0.614,10.3,2.1,0.7,1.6,1.1,4.7,10~11
Andrew Bynum\bynuman01,C,23,LAL,54,,0.574,0.574,0.66,9.4,1.4,0.4,2,1.4,11.3,10~11
Kwame Brown\brownkw01,C,28,CHA,66,,0.517,0.517,0.589,6.8,0.7,0.4,0.6,1,7.9,10~11
Jon Brockman\brockjo01,C,23,MIL,63,,0.511,0.511,0.678,2.9,0.3,0.2,0,0.4,2.2,10~11
Carlos Boozer\boozeca01,C,29,CHI,59,,0.51,0.51,0.701,9.6,2.5,0.8,0.3,2.5,17.5,10~11
Andrew Bogut\bogutan01,C,26,MIL,65,0,0.497,0.495,0.442,11.1,2,0.7,2.6,1.9,12.8,10~11
Andris Biedrins\biedran01,C,24,GSW,59,,0.534,0.534,0.323,7.2,1,0.9,0.9,1,5,10~11
Tony Battie\battito01,C,34,PHI,38,0.667,0.462,0.479,0.571,2.6,0.3,0.1,0.4,0.3,2.6,10~11
Earl Barron\barroea01,C,29,TOT,21,,0.323,0.323,0.625,3.6,0.5,0.4,0.3,0.8,3.8,10~11
Andrea Bargnani\bargnan01,C,25,TOR,66,0.345,0.472,0.48,0.82,5.2,1.8,0.5,0.7,2.3,21.4,10~11
Omer Asik\asikom01,C,24,CHI,82,,0.553,0.553,0.503,3.7,0.4,0.2,0.7,0.8,2.8,10~11
Hilton Armstrong\armsthi01,C,26,TOT,53,0.5,0.486,0.5,0.485,2.5,0.3,0.3,0.4,0.5,1.7,10~11
Joel Anthony\anthojo01,C,28,MIA,75,,0.535,0.535,0.644,3.5,0.3,0.1,1.2,0.5,2,10~11
Chris Andersen\anderch01,C,32,DEN,45,0,0.603,0.599,0.637,4.9,0.4,0.5,1.3,0.6,5.6,10~11
Cole Aldrich\aldrico01,C,22,OKC,18,,0.533,0.533,0.5,1.9,0.2,0.3,0.4,0.4,1,10~11
Solomon Alabi\alabiso01,C,22,TOR,12,,0.2,0.2,0,1.2,0.2,0.2,0.2,0.3,0.5,10~11
Alexis Ajinca\ajincal01,C,22,TOT,34,0.353,0.475,0.489,0.722,2.3,0.3,0.3,0.6,0.5,4.2,10~11
Brandan Wright\wrighbr03,C,24,DAL,49,0,0.621,0.618,0.634,3.6,0.3,0.4,1.3,0.4,6.9,11~12
Shelden Williams\willish02,C,28,NJN,58,,0.478,0.478,0.731,6,0.6,0.8,0.7,1.1,4.6,11~12
Sean Williams\willise01,C,25,TOT,11,,0.636,0.636,0.923,2.3,0.5,0.4,0.7,0.9,3.6,11~12
Jordan Williams\willijo03,C,21,NJN,43,,0.507,0.507,0.652,3.6,0.3,0.5,0.3,0.5,4.6,11~12
Chris Wilcox\wilcoch01,C,29,BOS,28,,0.598,0.598,0.615,4.4,0.4,0.4,0.3,1.1,5.4,11~12
Hassan Whiteside\whiteha01,C,22,SAC,18,,0.444,0.444,0.417,2.2,0,0.2,0.8,0.3,1.6,11~12
Darryl Watkins\watkida01,C,27,NOH,5,,0.5,0.5,0.5,5.4,0.6,1,0.8,1.6,4.6,11~12
Ben Wallace\wallabe01,C,37,DET,62,0.25,0.402,0.401,0.34,4.3,0.7,0.8,0.8,0.5,1.4,11~12
Nikola Vucevic\vucevni01,C,21,PHI,51,0.375,0.452,0.455,0.529,4.8,0.6,0.4,0.7,0.6,5.5,11~12
Anderson Varejao\varejan01,C,29,CLE,25,0,0.523,0.514,0.672,11.5,1.7,1.4,0.7,1.8,10.8,11~12
Ekpe Udoh\udohek01,C,24,TOT,61,0,0.433,0.431,0.754,4.2,0.9,0.7,1.7,0.9,5.6,11~12
Jeremy Tyler\tylerje01,C,20,GSW,42,0,0.423,0.421,0.558,3.3,0.4,0.4,0.5,0.9,4.9,11~12
Ronny Turiaf\turiaro01,C,29,TOT,17,0,0.594,0.576,0.591,4.1,0.6,0.8,1,0.8,3,11~12
Trey Thompkins\thomptr02,C,21,LAC,24,0.308,0.417,0.426,0.714,1,0.1,0.1,0.1,0.3,2.4,11~12
Kurt Thomas\thomaku01,C,39,POR,53,,0.465,0.465,0.7,3.5,0.9,0.5,0.6,0.6,3,11~12
Hasheem Thabeet\thabeha01,C,24,TOT,20,,0.524,0.524,0.65,2.1,0,0.1,0.5,0.4,1.8,11~12
Greg Stiemsma\stiemgr01,C,26,BOS,55,,0.545,0.545,0.707,3.2,0.5,0.7,1.5,0.6,2.9,11~12
Tiago Splitter\splitti01,C,27,SAS,59,,0.618,0.618,0.691,5.2,1.1,0.4,0.8,1.5,9.3,11~12
Greg Smith\smithgr02,C,21,HOU,8,,0.636,0.636,,2.5,0.1,0.3,0.6,0.1,1.8,11~12
Brian Skinner\skinnbr01,C,35,MEM,1,,0,0,,0,0,0,0,0,0,11~12
Kevin Seraphin\serapke01,C,22,WAS,57,0,0.533,0.531,0.671,4.9,0.6,0.3,1.3,1.2,7.9,11~12
Samardo Samuels\samuesa01,C,23,CLE,54,,0.455,0.455,0.701,3.3,0.4,0.4,0.4,1,5.4,11~12
Joel Przybilla\przybjo01,C,32,POR,27,,0.458,0.458,0.611,5.1,0.2,0.1,0.6,0.8,2,11~12
Dexter Pittman\pittmde01,C,23,MIA,35,,0.468,0.468,0.643,2,0.3,0.2,0.2,0.5,3,11~12
Johan Petro\petrojo01,C,26,NJN,59,1,0.417,0.421,0.838,3.8,0.8,0.4,0.4,0.6,4.2,11~12
Kendrick Perkins\perkike01,C,27,OKC,65,,0.489,0.489,0.652,6.6,1.2,0.4,1.1,1.8,5.1,11~12
Nikola Pekovic\pekovni01,C,26,MIN,47,,0.564,0.564,0.743,7.4,0.7,0.6,0.7,1.9,13.9,11~12
Zaza Pachulia\pachuza01,C,27,ATL,58,,0.499,0.499,0.741,7.9,1.4,0.9,0.5,1.4,7.8,11~12
Mehmet Okur\okurme01,C,32,NJN,17,0.319,0.433,0.457,0.6,4.8,1.8,0.5,0.3,1.5,7.6,11~12
Emeka Okafor\okafoem01,C,29,NOH,27,,0.533,0.533,0.514,7.9,0.9,0.6,1,1.4,9.9,11~12
Jermaine O'Neal\onealje01,C,33,BOS,25,,0.433,0.433,0.677,5.4,0.4,0.3,1.7,0.8,5,11~12
Joakim Noah\noahjo01,C,26,CHI,64,0,0.509,0.508,0.748,9.8,2.5,0.6,1.4,1.4,10.2,11~12
Hamady N'Diaye\ndiayha01,C,25,WAS,3,,0,0,,0,0,0,0,0,0,11~12
Byron Mullens\mulleby01,C,22,CHA,65,0.235,0.443,0.435,0.821,5,0.9,0.3,0.8,1.1,9.3,11~12
Timofey Mozgov\mozgoti01,C,25,DEN,44,,0.526,0.526,0.684,4.1,0.5,0.3,1,1.2,5.4,11~12
Mikki Moore\mooremi01,C,36,GSW,7,,0.45,0.45,0.857,3.1,0.7,0.4,0.4,1,3.4,11~12
Greg Monroe\monrogr01,C,21,DET,66,0,0.522,0.521,0.739,9.7,2.3,1.3,0.7,2.4,15.4,11~12
Nazr Mohammed\mohamna01,C,34,OKC,63,0,0.47,0.467,0.565,2.7,0.2,0.3,0.6,0.4,2.7,11~12
Brad Miller\millebr01,C,35,MIN,15,0.467,0.167,0.463,0.833,1.3,1.6,0.3,0.1,0.8,2.3,11~12
Darko Milicic\milicda01,C,26,MIN,29,,0.454,0.454,0.432,3.3,0.6,0.3,0.9,1.1,4.6,11~12
JaVale McGee\mcgeeja01,C,24,TOT,61,,0.556,0.556,0.461,7.8,0.5,0.6,2.2,1.4,11.3,11~12
Ian Mahinmi\mahinia01,C,25,DAL,61,0,0.549,0.546,0.639,4.7,0.2,0.6,0.5,0.8,5.8,11~12
Jamaal Magloire\magloja01,C,33,TOR,34,,0.378,0.378,0.259,3.3,0.2,0.1,0.3,0.6,1.2,11~12
Vernon Macklin\macklve01,C,25,DET,23,,0.543,0.543,0.571,1.5,0.2,0.2,0.2,0.1,2,11~12
Robin Lopez\lopezro01,C,23,PHO,64,,0.461,0.461,0.714,3.3,0.3,0.3,0.9,0.7,5.4,11~12
Brook Lopez\lopezbr01,C,23,NJN,5,,0.494,0.494,0.625,3.6,1.2,0.2,0.8,1.2,19.2,11~12
Kosta Koufos\koufoko01,C,22,DEN,48,,0.599,0.599,0.6,5.4,0.3,0.5,0.9,0.7,5.5,11~12
Enes Kanter\kanteen01,C,19,UTA,66,0,0.498,0.496,0.667,4.2,0.1,0.3,0.3,0.8,4.6,11~12
Chris Kaman\kamanch01,C,29,NOH,47,,0.446,0.446,0.785,7.7,2.1,0.5,1.6,2.7,13.1,11~12
Jerome Jordan\jordaje01,C,25,NYK,21,,0.515,0.515,0.8,1.3,0.2,0,0.3,0.1,2,11~12
DeAndre Jordan\jordade01,C,23,LAC,66,0,0.634,0.632,0.525,8.3,0.3,0.5,2,1.1,7.4,11~12
Chris Johnson\johnsch03,C,26,TOT,27,,0.488,0.488,0.789,1.5,0.1,0.2,0.3,0.6,2,11~12
Al Jefferson\jeffeal01,C,27,UTA,61,0.25,0.493,0.493,0.774,9.6,2.2,0.8,1.7,1,19.2,11~12
Dwight Howard\howardw01,C,26,ORL,54,0,0.579,0.573,0.491,14.5,1.9,1.5,2.1,3.2,20.6,11~12
Al Horford\horfoal01,C,25,ATL,11,0,0.559,0.553,0.733,7,2.2,0.9,1.3,1.5,12.4,11~12
Ryan Hollins\holliry01,C,27,TOT,39,,0.548,0.548,0.52,2.1,0.2,0.1,0.4,0.9,3.4,11~12
Jordan Hill\hilljo01,C,24,TOT,39,0,0.506,0.497,0.638,4.8,0.4,0.4,0.7,0.8,5,11~12
Nene Hilario\hilarne01,C,29,TOT,39,0,0.542,0.537,0.673,7.5,2.1,1.1,1,2.5,13.7,11~12
Roy Hibbert\hibbero01,C,25,IND,65,0,0.498,0.497,0.711,8.8,1.7,0.5,2,2,12.8,11~12
Brendan Haywood\haywobr01,C,32,DAL,54,,0.518,0.518,0.469,6,0.4,0.4,1,0.9,5.2,11~12
Chuck Hayes\hayesch01,C,28,SAC,54,0,0.435,0.429,0.667,4.3,1.4,0.7,0.3,0.9,3.2,11~12
Spencer Hawes\hawessp01,C,23,PHI,37,0.25,0.498,0.494,0.727,7.3,2.6,0.4,1.3,1.5,9.6,11~12
Hamed Haddadi\haddaha01,C,26,MEM,35,0,0.553,0.542,0.692,2,0.2,0,0.7,0.6,2,11~12
Aaron Gray\grayaa01,C,27,TOR,49,,0.516,0.516,0.532,5.7,0.6,0.4,0.3,1,3.9,11~12
Marcin Gortat\gortama01,C,27,PHO,66,0,0.557,0.555,0.649,10,0.9,0.7,1.5,1.4,15.4,11~12
Drew Gooden\goodedr01,C,30,MIL,56,0.291,0.45,0.449,0.846,6.5,2.6,0.8,0.6,1.9,13.7,11~12
Marc Gasol\gasolma01,C,27,MEM,65,0.083,0.489,0.483,0.748,8.9,3.1,1,1.9,1.9,14.6,11~12
Kevin Garnett\garneke01,C,35,BOS,60,0.333,0.505,0.505,0.857,8.2,2.9,0.9,1,1.8,15.8,11~12
Dan Gadzuric\gadzuda01,C,33,NYK,2,,0,0,0,2.5,0,0.5,0.5,0.5,0,11~12
Jeff Foster\fosteje01,C,35,IND,11,1,0.471,0.528,0.667,3.8,0.4,0.7,0.1,0.6,2.3,11~12
Jeff Foote\footeje01,C,24,NOH,4,,0.333,0.333,,1.5,0,0,0.3,0.5,1,11~12
Kyrylo Fesenko\fesenky01,C,25,IND,3,,0.4,0.4,0.667,3,0.3,0.7,0,0,2.7,11~12
Semih Erden\erdense01,C,25,CLE,28,,0.527,0.527,0.512,2.6,0.3,0.4,0.2,0.6,3.5,11~12
Francisco Elson\elsonfr01,C,35,PHI,5,,0.333,0.333,,0.2,0.2,0.2,0.2,0.2,0.4,11~12
Tim Duncan\duncati01,C,35,SAS,58,0,0.495,0.492,0.695,9,2.3,0.7,1.5,1.7,15.4,11~12
DeSagana Diop\diopde01,C,30,CHA,27,,0.357,0.357,0.167,3.1,0.9,0.2,0.5,0.7,1.1,11~12
Eric Dawson\dawsoer01,C,27,SAS,4,,0.583,0.583,0.5,2.5,0,0.3,0.5,0.8,3.8,11~12
Erick Dampier\dampier01,C,36,ATL,15,,0.125,0.125,,1.7,0.3,0.1,0.3,0.2,0.1,11~12
Samuel Dalembert\dalemsa01,C,30,HOU,65,0,0.508,0.506,0.796,7,0.5,0.6,1.7,1.3,7.5,11~12
Eddy Curry\curryed01,C,29,MIA,14,,0.462,0.462,0.75,0.9,0.1,0,0.1,0.7,2.1,11~12
DeMarcus Cousins\couside01,C,21,SAC,64,0.143,0.453,0.449,0.702,11,1.6,1.5,1.2,2.7,18.1,11~12
Jason Collins\collija04,C,33,ATL,30,,0.4,0.4,0.467,1.6,0.3,0.1,0.1,0.3,1.3,11~12
Tyson Chandler\chandty01,C,29,NYK,62,0,0.683,0.679,0.689,9.9,0.9,0.9,1.4,1.6,11.3,11~12
Marcus Camby\cambyma01,C,37,TOT,59,0.4,0.447,0.449,0.453,9,1.8,0.8,1.4,1,4.9,11~12
Andrew Bynum\bynuman01,C,24,LAL,60,0.2,0.56,0.558,0.692,11.8,1.4,0.5,1.9,2.5,18.7,11~12
Kwame Brown\brownkw01,C,29,GSW,9,,0.525,0.525,0.441,6.3,0.4,0.9,0,1.6,6.3,11~12
Elton Brand\brandel01,C,32,PHI,60,0,0.495,0.494,0.733,7.2,1.6,1,1.6,1.1,11,11~12
Andrew Bogut\bogutan01,C,27,MIL,12,0,0.452,0.449,0.609,8.3,2.6,1,2,2,11.3,11~12
Bismack Biyombo\biyombi01,C,19,CHA,63,,0.464,0.464,0.483,5.8,0.4,0.3,1.8,1.1,5.2,11~12
Andris Biedrins\biedran01,C,25,GSW,47,,0.609,0.609,0.111,3.7,0.3,0.5,1,0.3,1.7,11~12
Keith Benson\bensoke02,C,23,GSW,3,,0,0,,1,0,0,0,0,0,11~12
Tony Battie\battito01,C,35,PHI,27,0,0.38,0.373,1,2.5,0.6,0.1,0.2,0.1,1.6,11~12
Earl Barron\barroea01,C,30,GSW,2,,0.5,0.5,,0.5,0,0,0,0,2,11~12
Andrea Bargnani\bargnan01,C,26,TOR,31,0.296,0.474,0.467,0.873,5.5,2,0.6,0.5,2.2,19.5,11~12
Jeff Ayres\pendeje02,C,24,IND,20,,0.417,0.417,0.571,1.7,0.2,0.2,0.1,0.1,1.7,11~12
Omer Asik\asikom01,C,25,CHI,66,,0.506,0.506,0.456,5.3,0.5,0.5,1,1,3.1,11~12
Joel Anthony\anthojo01,C,29,MIA,64,,0.559,0.559,0.69,3.9,0.1,0.6,1.3,0.7,3.4,11~12
Chris Andersen\anderch01,C,33,DEN,32,,0.546,0.546,0.61,4.6,0.2,0.6,1.4,0.5,5.3,11~12
Cole Aldrich\aldrico01,C,23,OKC,26,,0.524,0.524,0.929,1.8,0.1,0.3,0.6,0.3,2.2,11~12
Solomon Alabi\alabiso01,C,23,TOR,14,,0.361,0.361,0.875,3.4,0.2,0.1,0.6,0.4,2.4,11~12
Tyler Zeller\zellety01,C,23,CLE,77,0,0.441,0.438,0.764,5.7,1.2,0.5,0.9,1.2,7.9,12~13
Luke Zeller\zellelu01,C,25,PHO,16,0.2,0.381,0.365,,0.6,0.2,0,0,0,1.2,12~13
Brandan Wright\wrighbr03,C,25,DAL,64,0,0.601,0.597,0.615,4.1,0.6,0.4,1.2,0.5,8.5,12~13
Chris Wilcox\wilcoch01,C,30,BOS,61,0,0.724,0.719,0.672,3,0.4,0.5,0.5,0.6,4.2,12~13
Rasheed Wallace\wallara01,C,38,NYK,21,0.319,0.452,0.465,0.7,4,0.3,0.6,0.7,0.5,7,12~13
Nikola Vucevic\vucevni01,C,22,ORL,77,0,0.52,0.519,0.683,11.9,1.9,0.8,1,1.8,13.1,12~13
Anderson Varejao\varejan01,C,30,CLE,25,0,0.486,0.478,0.755,14.4,3.4,1.5,0.6,1.8,14.1,12~13
Jonas Valanciunas\valanjo01,C,20,TOR,62,,0.557,0.557,0.789,6,0.7,0.3,1.3,1.5,8.9,12~13
Ekpe Udoh\udohek01,C,25,MIL,76,0,0.437,0.435,0.748,3.3,0.6,0.5,1.1,0.6,4.3,12~13
Jeremy Tyler\tylerje01,C,21,TOT,21,,0.375,0.375,0.667,1,0,0,0.1,0.3,1,12~13
Ronny Turiaf\turiaro01,C,30,LAC,65,,0.505,0.505,0.365,2.3,0.5,0.3,0.5,0.4,1.9,12~13
Hasheem Thabeet\thabeha01,C,25,OKC,66,,0.604,0.604,0.604,3,0.2,0.5,0.9,0.6,2.4,12~13
Greg Stiemsma\stiemgr01,C,27,MIN,76,,0.457,0.457,0.768,3.4,0.4,0.6,1.2,0.8,4,12~13
Marreese Speights\speigma01,C,25,TOT,79,0.3,0.448,0.448,0.771,4.9,0.6,0.3,0.7,1,8.3,12~13
Jason Smith\smithja02,C,26,NOH,51,0,0.496,0.49,0.843,3.6,0.7,0.3,0.9,1.1,8.2,12~13
Greg Smith\smithgr02,C,22,HOU,70,0,0.623,0.62,0.623,4.6,0.4,0.3,0.6,0.6,6,12~13
Henry Sims\simshe01,C,22,NOH,2,,0.667,0.667,,1,0,0,0,0.5,2,12~13
Kevin Seraphin\serapke01,C,23,WAS,79,,0.461,0.461,0.693,4.4,0.7,0.3,0.7,1.6,9.1,12~13
Larry Sanders\sandela01,C,24,MIL,71,0,0.507,0.506,0.618,9.5,1.2,0.7,2.8,1.2,9.8,12~13
Samardo Samuels\samuesa01,C,24,CLE,18,0,0.373,0.367,0.583,1.6,0.4,0.2,0.2,0.3,3.2,12~13
Robert Sacre\sacrero01,C,23,LAL,32,,0.375,0.375,0.636,1.1,0.2,0,0.3,0.3,1.3,12~13
Joel Przybilla\przybjo01,C,33,MIL,12,,0.25,0.25,0,1.8,0.3,0.1,0.2,0.3,0.2,12~13
Miles Plumlee\plumlmi01,C,24,IND,14,,0.238,0.238,0.75,1.6,0.1,0,0.2,0.2,0.9,12~13
Dexter Pittman\pittmde01,C,24,TOT,11,,0.364,0.364,0,1.1,0,0,0,0.3,0.7,12~13
Johan Petro\petrojo01,C,27,ATL,31,0.25,0.443,0.441,0.917,3.6,0.5,0.3,0.3,0.8,3.5,12~13
Kendrick Perkins\perkike01,C,28,OKC,78,0,0.458,0.457,0.611,6,1.4,0.6,1.1,1.4,4.2,12~13
Nikola Pekovic\pekovni01,C,27,MIN,62,,0.52,0.52,0.744,8.8,0.9,0.7,0.8,1.6,16.3,12~13
Zaza Pachulia\pachuza01,C,28,ATL,52,0,0.479,0.473,0.757,6.5,1.5,0.7,0.2,1.3,5.9,12~13
Daniel Orton\ortonda01,C,22,OKC,13,,0.462,0.462,0.529,2,0.3,0.3,0.2,0.3,2.5,12~13
Emeka Okafor\okafoem01,C,30,WAS,79,,0.477,0.477,0.571,8.8,1.2,0.6,1,1.4,9.7,12~13
Tim Ohlbrecht\ohlbrti01,C,24,HOU,3,,0.333,0.333,1,0.3,0.3,0.3,0,1.3,1,12~13
Kyle O'Quinn\oquinky01,C,22,ORL,57,0,0.515,0.513,0.667,3.7,0.9,0.2,0.5,0.6,4.1,12~13
Jermaine O'Neal\onealje01,C,34,PHO,55,,0.482,0.482,0.835,5.3,0.8,0.3,1.4,1.3,8.3,12~13
Joakim Noah\noahjo01,C,27,CHI,66,0,0.485,0.481,0.751,11.1,4,1.2,2.1,2.7,11.9,12~13
Timofey Mozgov\mozgoti01,C,26,DEN,41,0,0.518,0.506,0.769,2.6,0.2,0.1,0.4,0.6,2.6,12~13
Greg Monroe\monrogr01,C,22,DET,81,0,0.488,0.486,0.689,9.6,3.5,1.3,0.7,2.9,16,12~13
Nazr Mohammed\mohamna01,C,35,CHI,63,0,0.371,0.367,0.723,3.1,0.4,0.3,0.5,0.4,2.6,12~13
Darko Milicic\milicda01,C,27,BOS,1,,0,0,,1,0,0,0,2,0,12~13
Fab Melo\melofa01,C,22,BOS,6,,0.5,0.5,0.25,0.5,0,0.3,0.3,0.2,1.2,12~13
JaVale McGee\mcgeeja01,C,25,DEN,79,1,0.574,0.576,0.591,4.8,0.3,0.4,2,1.1,9.1,12~13
Kenyon Martin\martike01,C,35,NYK,18,,0.602,0.602,0.425,5.3,0.4,0.9,0.9,0.9,7.2,12~13
Ian Mahinmi\mahinia01,C,26,IND,80,0,0.456,0.453,0.608,3.9,0.3,0.5,0.8,1.2,5,12~13
Robin Lopez\lopezro01,C,24,NOH,82,,0.534,0.534,0.778,5.6,0.8,0.4,1.6,1.3,11.3,12~13
